ID Number,Number,Image,Topic,Reading,Front,Back,
4124,570,,Financial Statement Analysis,41,What is the gross margin ratio?,Gross Margin = Gross Profit / Revenue,EndOfLine
4125,571,,Financial Statement Analysis,41,What is the operating profit margin ratio?,Operating Profit Margin = Operating Income / Revenue,EndOfLine
4126,572,,Financial Statement Analysis,41,What is the pretax margin ratio?,Pretax Margin = EBT (earnings before tax but after interest) / Revenue,EndOfLine
4127,573,,Financial Statement Analysis,41,What is the net profit margin ratio?,Net Profit Margin = Net Income / Revenue,EndOfLine
4128,574,,Financial Statement Analysis,41,What is the return on assets ratio (ROA)?,ROA = Net Income / Average Total Assets,EndOfLine
4131,575,,Financial Statement Analysis,41,How do you calculate dividends per share?,Dividends per share is the common dividends declared divided by the weighted average number of ordinary shares outstanding.,EndOfLine
4132,576,,Financial Statement Analysis,41,How do you calculate the retention rate of dividends?,Retention Rate = (Net Income Attributable to Common Shares - Common Share Dividends) / Net Income Attributable to Common Shares),EndOfLine
4133,577,,Financial Statement Analysis,41,What is the sustainable growth rate of dividends?,Sustainable Growth Rate = b x ROE NLNNLNWhere b is the retention rate.,EndOfLine
4134,578,,Financial Statement Analysis,41,What is the most widely used valuation ratio?,P/E,EndOfLine
4200,579,,Financial Statement Analysis,42,What is credit risk?,Credit risk is the risk of loss due to a debtor's non-payment of a loan.,EndOfLine
4201,580,,Financial Statement Analysis,42,What is top-down analysis?,"This is a method of fundamental analysis in which an investor first starts by analyzing the largest possible factors in a firm's performance, such as global economic trends, and then narrows his scope down to regional and industrial analyses, before finally searching out the best performing company in that area or industry.",EndOfLine
4202,581,,Financial Statement Analysis,42,What is bottom-up analysis?,"The bottom-up investor starts his research by analyzing specific businesses, regardless of their industry or region.",EndOfLine
4203,582,,Financial Statement Analysis,42,"When securities are classified as trading securities, where are unrealized gains and losses reported?",They are reported in the income statement for trading securities.,EndOfLine
4400,583,,Corporate Finance,44,Explain the capital budgeting process in four steps.,"The four steps in the capital budgeting process are: NLN1. Generate investment ideas. NLN2. Analyze individual proposals. This involves forecasting cash flows for each project and determining the project's profitability. NLN3. Plan the capital budget. Pick the most profitable portfolio of proposals that fits with the company's overall strategy and objectives. This collection of projects must take into account timing, financial and resource limitations, and priority. NLN4. Monitor and Post-audit. Compare the actual results to the expected results, and explain the differences.",EndOfLine
4401,584,,Corporate Finance,44,What are the various categories of capital projects?,"The classification of projects is as follows: NLN1. Replacement projects. Replacement of equipment is sometimes an obvious necessity, not requiring a full analysis. Decisions regarding replacement projects usually are made with a relatively high level of confidence. NLN2. Expansion projects. Expansion projects increase a firm's business. There is a higher level of uncertainty inherent to expansion projects. NLN3. New projects and services. These proposals expose the company to even more uncertainty. More complex analysis is involved because the area of operation is presumably unfamiliar to decision-makers. NLN4. Regulatory, safety, and environmental projects. These projects may be required by a government agency, an insurance company, or some other party. These investments may not generate revenue or profit, but are often required in order for the firm to remain a going concern. NLN5. Other. These are projects that can sometimes escape analysis, such as a pet project of management or unpredictable research and development investments.",EndOfLine
4402,585,,Corporate Finance,44,How does the choice of proper cash flows affect the capital budgeting evaluation?,"Decisions should be based on incremental cash flows because these are the tangible receipts for a project. These cash flows should account for opportunity costs. That is, the cash flow per period should equal the cash flow provided by a project minus the cash flow sacrificed to pursue it (cash flow that would come from other uses of the same resources).",EndOfLine
4403,586,,Corporate Finance,44,How does determining the discount rate affect the capital budgeting evaluation?,"The discount rate, also called the “required rate of return”, is the rate that all investors (debt and equity) should require given the riskiness of the project. Thus, it is also called the “cost of capital” and “opportunity cost of funds” because it could be invested in similarly risky projects with that expected rate of return. NLNHigher discount rates reduce the NPV of investment prospects and are themselves a higher hurdle rate for IRR comparisons. In all methods of evaluation, the discount rate is a key parameter. So, determining an economically sound discount rate is paramount in the capital budgeting evaluation.",EndOfLine
4404,587,,Corporate Finance,44,What is the difference between independent and mutually exclusive projects?,"An independent project is a project whose cash flows are not affected by the accept/reject decisions for other projects. Thus all profitable independent projects should be accepted. NLNA set of projects are mutually exclusive if the cash flows of one affect the cash flows of another. Often, only one of a group of mutually exclusive projects can be accepted.",EndOfLine
